property_id,price,sqft,bedrooms,bathrooms,year_built,lot_size,neighborhood,latitude,longitude,crime_rate,school_rating
PROP_001515,560484.1954038839,800.0,2,4,1998,1000.0,Waterfront,40.498994154452,-73.5904788527398,3.8,1.4
PROP_001516,825164.1841037113,2037.5245653934594,4,3,2021,1000.0,Suburbs,40.33351632438846,-73.51217514974546,2.6,5.4
PROP_001517,619401.4285521839,3060.6565735782283,1,4,1995,1000.0,Suburbs,40.92482160193117,-73.77147485229325,7.3,7.4
PROP_001518,1366117.2546512324,4107.902240681268,5,5,1980,1000.0,Waterfront,40.64353547828573,-73.606294577071,2.3,4.5
PROP_001519,666397.8335582486,2206.7213724277067,3,2,1994,1000.0,Historic,40.367031175621584,-73.14083313767374,1.2,5.3
PROP_001520,486348.36780119233,1230.0009320645422,1,7,1974,1000.0,Tech Hub,40.37188050458859,-73.19405511128585,8.0,7.0
PROP_001521,1040346.9636177958,2320.846646154906,3,3,2013,1000.0,Waterfront,40.08994387125483,-73.69049104123776,6.5,2.1
PROP_001522,643838.6521954486,1825.4417277922105,4,3,1972,1000.0,Tech Hub,40.91764908002186,-73.92036300288666,8.7,4.3
PROP_001523,531300.027136323,1416.1451613776032,4,5,2010,1000.0,Historic,40.877306190312055,-73.16343696469512,2.1,1.0
PROP_001524,718816.5897867567,1588.632444509579,4,4,1980,1000.0,Downtown,40.833697216994025,-73.61839078201727,6.4,7.3
PROP_001525,634226.9700990515,2134.7828932483812,3,3,2005,1000.0,Suburbs,40.586958435153875,-73.67032042626988,3.4,4.0
PROP_001526,756671.3348308828,2205.3978088316244,3,4,1970,1000.0,Waterfront,40.027287650650564,-73.76981872112874,4.8,8.5
PROP_001527,815628.0840723249,2452.1601736676794,5,3,2013,1000.0,Suburbs,40.911549048305176,-73.67404845604557,8.3,9.1
PROP_001528,1268783.1644308134,2156.237324765482,4,3,2009,1000.0,Waterfront,40.717271689187335,-73.63124978549438,2.2,4.2
PROP_001529,711923.7566031714,2367.7701060311983,4,4,1981,1000.0,Downtown,40.984904249134914,-73.39193771469489,4.0,5.0
PROP_001530,854355.9491045839,2922.029608264261,1,3,1982,1000.0,Waterfront,40.651168389127086,-73.23454155275314,9.7,9.8
PROP_001531,336988.96526437585,800.0,2,1,2013,1000.0,Suburbs,40.38510067894052,-73.88722944151084,6.4,9.4
PROP_001532,207906.8880181481,800.0,4,3,1960,1000.0,Suburbs,40.87417032167599,-73.8856742543988,2.2,8.6
PROP_001533,512810.89109253994,2191.9093489273146,3,4,1978,1000.0,Historic,40.126309926622056,-73.65505989557826,3.8,8.4
PROP_001534,209208.57056975865,1381.814867228975,4,4,1953,1000.0,Suburbs,40.9479695655445,-73.64010149020608,3.5,8.8
PROP_001535,309299.41394812986,1590.8499769739683,4,5,1959,1000.0,Historic,40.22394872336724,-73.23083471787668,4.3,6.9
PROP_001536,819222.806496156,3889.0408182302863,3,2,1967,1000.0,Downtown,40.72355929199442,-73.39217622785861,4.7,8.3
PROP_001537,810582.8354289928,3776.9627154175687,5,4,1962,1000.0,Waterfront,40.53602496097705,-73.48506132041268,6.5,6.5
PROP_001538,334266.44575552084,2090.449623234907,3,2,1967,1990.584443072381,Suburbs,40.38177943850985,-73.69167657818026,3.0,7.1
PROP_001539,496116.4770763391,2013.7756661844485,3,3,2018,1000.0,Suburbs,40.968753442442804,-73.34952093472182,5.7,2.2
PROP_001540,899505.4686226794,2999.292660331477,1,3,1982,1000.0,Tech Hub,40.88150022226162,-73.09654456392178,8.6,9.4
PROP_001541,529085.4495743719,1636.0388379220208,3,3,1972,1000.0,Tech Hub,40.80663612172526,-73.4140308213001,3.9,4.0
PROP_001542,706976.9505793953,2511.646852401075,5,6,1983,1000.0,Historic,40.78007139850405,-73.11860214747753,5.4,4.8
PROP_001543,240565.15197764258,3074.583121037186,5,3,1951,1000.0,Suburbs,40.88005667333408,-73.74542268178607,9.8,6.5
PROP_001544,546911.7350806601,1824.4447166827415,1,3,1976,1000.0,Waterfront,40.995780394468134,-73.47167641844162,6.2,4.8
PROP_001545,248664.9039529004,906.829383170827,2,4,1950,1000.0,Waterfront,40.07091331078599,-73.66658199855398,8.0,8.1
PROP_001546,353562.2857077974,1314.3456562028528,2,3,1961,1000.0,Waterfront,40.00349175860297,-73.27218159348926,7.2,1.9
PROP_001547,225008.6859122908,1518.4046824928446,5,3,1953,1000.0,Suburbs,40.29490325309643,-73.09449091870371,1.1,6.4
PROP_001548,432326.2654476746,1975.5371740709663,4,3,1958,1202.1515668451966,Tech Hub,40.609407916996304,-73.2170783470591,3.0,5.1
PROP_001549,815613.6382222949,2640.762855440924,1,5,2004,1000.0,Downtown,40.07033078268444,-73.51669048879016,9.7,9.7
PROP_001550,633376.487295147,1281.5190361602063,3,2,1986,1000.0,Downtown,40.31559883528558,-73.03597170916755,4.2,9.4
PROP_001551,154232.47237996574,800.0,2,1,1959,1000.0,Historic,40.97834023279658,-73.56263693714823,4.5,1.3
PROP_001552,329138.63380282716,2699.8967002473737,3,3,1958,1000.0,Historic,40.949127680916405,-73.05084694665194,4.2,8.8
PROP_001553,674857.5779127791,1466.9028738362388,2,2,1988,1000.0,Tech Hub,40.05160254310898,-73.88090566981325,6.8,4.4
PROP_001554,663651.2401089061,2692.406901748472,1,2,1987,1000.0,Historic,40.78604320973396,-73.5402731760508,3.8,9.7
PROP_001555,150543.27734898363,1429.4143915003565,1,2,1953,1000.0,Historic,40.07393039075816,-73.18464586584963,4.5,3.2
PROP_001556,1316999.1156100833,2252.2363447313523,5,3,2014,1000.0,Downtown,40.572948473697416,-73.52914098293957,2.5,3.8
PROP_001557,295175.90946376795,2712.0231895651386,1,1,1962,1000.0,Historic,40.9825878115518,-73.30776612535458,4.0,4.7
PROP_001558,601502.4786120069,3452.0980980395707,5,3,1957,1000.0,Tech Hub,40.435532441547245,-73.03402299844835,3.8,5.3
PROP_001559,476336.65550628793,2002.337393974107,5,1,1977,1000.0,Tech Hub,40.34188132205612,-73.04236370600157,5.9,2.6
PROP_001560,655881.3827930238,1389.5590963548234,4,1,1988,1000.0,Tech Hub,40.55546962101034,-73.72980554050301,3.9,1.1
PROP_001561,1521322.346138834,2810.128902960091,5,1,2022,1000.0,Waterfront,40.64403927252641,-73.01739000859526,6.0,3.6
PROP_001562,903493.1265890934,1064.6309337618477,4,2,2023,1000.0,Downtown,40.18138798703128,-73.6473550784429,7.8,4.2
PROP_001563,266682.89097935753,2877.7420403058363,2,2,1965,1000.0,Suburbs,40.64925472546301,-73.67356885147676,1.1,2.1
PROP_001564,635024.6556983246,2643.5287767388613,5,1,1992,1000.0,Historic,40.937153006325765,-73.10590622644361,8.0,3.0
PROP_001565,843518.8888242682,3040.530693412483,2,1,1971,1000.0,Waterfront,40.720932548341914,-73.21763420484884,5.7,9.0
PROP_001566,1467150.6463289233,1987.4973141195708,4,4,2017,1000.0,Waterfront,40.70751837106132,-73.18634417997094,1.0,4.4
PROP_001567,217715.56439333258,1674.6865449087204,5,3,1950,1000.0,Historic,40.47902695897574,-73.69824244274977,5.2,9.3
PROP_001568,406458.40094892256,800.0,2,2,1979,1000.0,Tech Hub,40.287108179844004,-73.1546378434195,4.1,7.8
PROP_001569,408288.5467955845,2072.0002263818587,5,4,1950,1000.0,Tech Hub,40.29679614048016,-73.00292512308685,4.7,7.2
PROP_001570,632337.0724430545,800.0,1,6,2017,1000.0,Suburbs,40.91867317257797,-73.61923242784228,1.8,8.9
PROP_001571,522350.67174103594,2117.04477963217,2,4,1994,1000.0,Historic,40.28279120526796,-73.5724390998793,6.7,7.9
PROP_001572,902800.0239870574,1807.8329031979838,4,1,2009,1000.0,Downtown,40.88211568719416,-73.95975957838938,9.3,3.2
PROP_001573,637338.2254167271,1536.7007662915612,5,7,2016,1000.0,Suburbs,40.22203590637046,-73.49632242657894,5.6,1.9
PROP_001574,490311.03632989014,2893.1445990257657,3,3,1978,1000.0,Suburbs,40.49625997804184,-73.3853533675171,3.9,9.3
PROP_001575,568037.7790531771,2738.5426444983345,5,7,1972,1000.0,Historic,40.04849736889394,-73.7160817090816,7.9,5.7
PROP_001576,246770.5259004863,1443.483639903843,1,2,1982,1000.0,Suburbs,40.99300803628417,-73.81683434550611,6.9,3.3
PROP_001577,803115.7743407494,2325.3210071422136,4,1,1985,1000.0,Tech Hub,40.316550799477625,-73.66622520773043,9.3,4.0
PROP_001578,512811.84464872815,1133.7899887574858,3,4,2004,1000.0,Suburbs,40.45495966436621,-73.22110270241794,2.3,7.9
PROP_001579,258488.78948978207,3025.582689901349,2,1,1966,1000.0,Suburbs,40.23901764670651,-73.39723734782783,8.7,4.4
PROP_001580,165629.06415998883,2515.6679144570526,5,2,1951,1000.0,Suburbs,40.48114435979598,-73.21104166498965,7.4,2.4
PROP_001581,309247.00665010366,800.0,1,3,1970,1000.0,Tech Hub,40.68517269030155,-73.87579670603623,8.4,4.6
PROP_001582,635578.4037246399,2714.475582575035,4,2,1964,1000.0,Tech Hub,40.835394578112854,-73.87145932249835,2.7,5.6
PROP_001583,686791.9250235468,1423.3070001334988,3,6,1976,1000.0,Downtown,40.578470923013725,-73.01375014352811,8.8,6.2
PROP_001584,476362.67803672317,1489.3656599109486,2,3,1974,1000.0,Waterfront,40.552186108934734,-73.15376791187514,6.2,6.7
PROP_001585,1075299.0986066915,1131.8567582943078,5,1,2017,1000.0,Downtown,40.6274341503744,-73.98795002510376,1.9,9.8
PROP_001586,427895.3243048055,1469.860758452392,1,3,1966,1000.0,Tech Hub,40.43673667779464,-73.08689121308045,8.8,5.2
PROP_001587,445041.0662308412,2958.6403514143535,3,2,1976,1000.0,Suburbs,40.14501416832245,-73.96861399360313,7.7,4.7
PROP_001588,326646.24216696975,1448.270626025188,5,4,1954,1000.0,Tech Hub,40.05847926361591,-73.58139638261603,9.2,1.1
PROP_001589,838710.3008646057,2165.5060238054325,4,4,1980,1000.0,Downtown,40.58158773296069,-73.818967957624,1.5,5.4
PROP_001590,1246710.9988538092,2550.6280867905857,5,3,2003,1000.0,Waterfront,40.33855781255498,-73.20654393528424,7.3,2.6
PROP_001591,1389752.8472432394,2261.4819250087476,4,1,2016,1000.0,Waterfront,40.020522511712514,-73.21673580121022,7.2,4.5
PROP_001592,864604.5275838707,2910.452293625546,4,3,2015,1000.0,Historic,40.05095108579366,-73.50229374862391,1.2,2.6
PROP_001593,176484.36803129528,841.3152574234159,1,3,1958,1000.0,Historic,40.07795006943092,-73.25702086551104,9.5,6.2
PROP_001594,697296.8935306962,1849.9931419756088,2,3,1990,1000.0,Tech Hub,40.3476766733145,-73.5878254995564,7.4,5.7
PROP_001595,768823.4361554685,2543.0169253227587,2,5,1970,1000.0,Waterfront,40.50818488328687,-73.98829737318911,8.8,7.8
PROP_001596,786654.1115751568,2830.3767165634954,2,2,2000,1000.0,Historic,40.08680457371464,-73.97835931002541,7.3,7.5
PROP_001597,1173860.1307799884,800.0,3,6,2023,1000.0,Tech Hub,40.809945009152905,-73.38946257269326,2.3,2.5
PROP_001598,329487.6272924215,2197.9967231344217,4,3,1951,1000.0,Downtown,40.647518987299044,-73.56229035358326,3.7,4.6
PROP_001599,1211079.4549273096,2898.3754972685883,5,3,2017,1000.0,Downtown,40.35234641182801,-73.50107590164072,3.2,1.8
PROP_001600,516690.691109479,1638.9086613959025,4,4,1960,1000.0,Waterfront,40.17260322924113,-73.24849263942909,1.8,7.4
PROP_001601,971205.0148691144,2366.0877935522976,3,3,1986,1000.0,Waterfront,40.70276326080649,-73.45151355390408,8.0,8.0
PROP_001602,530231.399849193,1123.8108635198423,5,2,2021,1000.0,Historic,40.88272414427446,-73.98716439860327,4.0,4.7
PROP_001603,142853.42330229963,823.6958922594263,1,2,1960,1000.0,Suburbs,40.28752019863213,-73.87114883348879,1.4,8.1
PROP_001604,370516.13207811787,2750.1198609576813,2,3,1963,1000.0,Suburbs,40.486843165834564,-73.19545819898771,9.7,6.2
PROP_001605,802267.3486859587,1598.7868293975905,5,3,1975,1000.0,Tech Hub,40.90313974047418,-73.48799914338584,6.9,7.2
PROP_001606,1261957.7316873723,2528.83725534782,4,3,2013,1000.0,Downtown,40.28276443521708,-73.69301835050673,1.6,1.4
PROP_001607,212809.3043010733,2132.9313463098747,1,3,1954,1000.0,Historic,40.681445876119824,-73.06234621444202,8.9,6.0
PROP_001608,882599.5173652928,2582.671774749964,2,4,1990,1000.0,Tech Hub,40.62605633842932,-73.48240117512456,3.4,4.8
PROP_001609,865259.9671526738,2564.740930218336,4,2,1987,1000.0,Waterfront,40.639115128389804,-73.7885869842241,6.0,4.5
PROP_001610,549022.1234116285,2564.5049870441044,2,1,1966,1000.0,Tech Hub,40.004370644786015,-73.47982059810148,8.5,8.5
PROP_001611,528035.4807084058,1182.0837673032115,5,2,1969,1000.0,Tech Hub,40.30695450192662,-73.56817100403477,6.1,9.6
PROP_001612,329172.1527329402,2941.1212291309494,1,1,1950,1000.0,Tech Hub,40.346843304565475,-73.09912010101182,4.4,2.3
PROP_001613,580629.1301505361,1347.5719383883988,1,1,2007,1000.0,Tech Hub,40.79055623876264,-73.7987363977391,3.7,2.9
PROP_001614,1030690.485657855,2868.7408877489984,2,2,1997,1000.0,Downtown,40.11479819126661,-73.13032686769749,6.3,7.4
PROP_001615,315345.46786005405,1869.5608706026026,5,5,1974,1000.0,Suburbs,40.475483806183284,-73.93096558320234,2.7,3.3
PROP_001616,586898.4232037503,3138.9324641939124,2,4,1978,1000.0,Historic,40.03230191291535,-73.86629731789033,3.3,9.2
PROP_001617,527609.065824329,1980.9249854911068,4,1,2000,1000.0,Historic,40.74619534929958,-73.65541620534037,8.8,1.4
PROP_001618,1222693.2135529763,2144.991822425254,1,4,2022,1000.0,Downtown,40.181244771548435,-73.00598746390678,9.6,7.6
PROP_001619,429715.4525207685,2642.0016997264174,4,3,1980,1000.0,Suburbs,40.95188380576113,-73.26185371553261,7.3,2.0
PROP_001620,419067.7146695327,1577.924512565482,5,1,1991,1000.0,Suburbs,40.46690577182711,-73.8574722059706,3.8,1.9
PROP_001621,970619.3602045898,2415.66626214801,5,2,2003,1000.0,Tech Hub,40.031559549061335,-73.0229857404001,8.7,1.4
PROP_001622,381001.71154556994,1558.7780799186962,4,3,1977,1000.0,Suburbs,40.39447744098212,-73.84050936616879,8.4,8.7
PROP_001623,538526.2540327609,2133.6038193820564,1,3,1996,1000.0,Suburbs,40.77959109600754,-73.7355500492409,3.7,9.5
PROP_001624,559155.8542272843,2928.767691790585,5,3,1966,1000.0,Waterfront,40.178128507863256,-73.90661002242952,9.8,6.5
PROP_001625,471189.9776044846,1144.7165670672293,1,2,2015,1000.0,Historic,40.76960638978053,-73.00213297508643,8.8,3.0
PROP_001626,649135.7624761538,3468.459177906262,3,8,1975,1000.0,Historic,40.81536200347118,-73.38547086673594,6.1,9.3
PROP_001627,929289.9877389768,3151.0263917946,1,1,1998,1000.0,Downtown,40.397649858323014,-73.29981327898807,4.2,1.4
PROP_001628,392291.6435066819,2361.9881778095705,1,3,1974,1000.0,Historic,40.06141744164382,-73.47818467694864,7.1,1.1
PROP_001629,606043.2244006636,2384.9080425350453,3,2,1975,1000.0,Waterfront,40.42471367667672,-73.41608162145768,2.7,2.9
PROP_001630,556524.9780516252,1951.131640044514,5,2,1985,1000.0,Suburbs,40.915954084971986,-73.84095575290075,6.4,5.0
PROP_001631,703771.022144716,1640.766446784692,2,3,2007,1000.0,Downtown,40.37426338164841,-73.11588561470013,3.5,9.9
PROP_001632,574355.3713882399,1530.5498275175346,3,3,1977,1000.0,Downtown,40.94219633883573,-73.3233720571937,4.2,9.0
PROP_001633,442683.8912827861,1333.9142242089215,4,3,1988,1000.0,Historic,40.535792261815615,-73.16728370856244,7.6,2.6
PROP_001634,731957.2963375117,1022.6817117650013,2,4,2003,1000.0,Downtown,40.740594199476185,-73.71539278817296,1.5,9.8
PROP_001635,949107.3912303112,2570.6385412965055,4,3,1993,1000.0,Downtown,40.859762994589346,-73.23869200124402,3.5,5.2
PROP_001636,412239.96404778666,800.0,1,1,1989,1000.0,Tech Hub,40.2067658594337,-73.71387909217621,5.1,7.1
PROP_001637,636658.362258083,2030.3936851745673,1,4,1982,1000.0,Downtown,40.64469671835112,-73.09036207769334,5.1,4.0
PROP_001638,360316.04676979623,1723.2979199967972,5,3,1969,1000.0,Historic,40.46967285297677,-73.30912393998403,1.2,6.7
PROP_001639,727178.507108042,2821.6243067712526,3,3,1974,1000.0,Downtown,40.04833213978899,-73.44049136656267,1.6,4.3
PROP_001640,427274.3895416942,2909.9631263390374,2,5,1950,1000.0,Waterfront,40.39202705607898,-73.47379132327599,7.4,5.0
PROP_001641,489179.0264747251,1754.1681290602255,1,1,1972,1000.0,Tech Hub,40.747516896747506,-73.19202215088586,3.1,7.3
PROP_001642,435504.7047876881,3461.725406063446,1,1,1968,1000.0,Historic,40.55814272844066,-73.40931385361775,4.5,5.2
PROP_001643,773973.8864273854,3399.754890701837,5,3,1970,1000.0,Tech Hub,40.41402792375536,-73.40162105680051,1.1,3.0
PROP_001644,1217239.942279246,2274.246537882628,2,4,2011,1000.0,Waterfront,40.606249086794016,-73.35321755999398,8.6,8.1
PROP_001645,305817.4601488102,800.0,1,4,1967,1000.0,Waterfront,40.52324423930906,-73.33891623273115,5.4,4.8
PROP_001646,1079319.8772119628,2508.480326615784,5,2,2002,1000.0,Tech Hub,40.793337221927956,-73.29613087106038,5.8,1.4
PROP_001647,642556.6213712734,1720.8626188471899,3,3,1973,1000.0,Downtown,40.90033948344054,-73.61147122726298,9.3,5.7
PROP_001648,555663.919477688,932.1385459292055,2,5,2002,1000.0,Suburbs,40.50922881384811,-73.88414796169863,7.1,8.1
PROP_001649,985469.645542491,2953.981922006057,4,4,1984,1000.0,Waterfront,40.62727664059651,-73.85449035435468,6.3,4.2
PROP_001650,356038.62328975776,2017.5098330490987,2,2,1960,1000.0,Tech Hub,40.135714077001005,-73.12181659011931,6.9,3.9
PROP_001651,263471.97970158077,1029.366435156864,5,3,1950,1000.0,Downtown,40.9302998154333,-73.42611840923475,7.8,5.0
PROP_001652,1061130.6507459688,1868.0611368685993,3,3,2010,1000.0,Tech Hub,40.94318829075028,-73.89957066569245,7.2,7.9
PROP_001653,328738.00552635634,820.828655699124,5,1,1962,1000.0,Waterfront,40.495203008851036,-73.38452310973811,7.1,4.3
PROP_001654,603237.3161468105,3223.280805338598,1,5,1963,1000.0,Downtown,40.931797654465996,-73.44961676469163,7.3,9.9
PROP_001655,540038.9176004147,1390.8355545889194,3,4,2008,1000.0,Suburbs,40.63042646471366,-73.19318831625193,9.9,6.8
PROP_001656,849937.9555925571,1780.581487780558,4,2,1992,1000.0,Downtown,40.24607860495222,-73.04711238711513,9.2,4.5
PROP_001657,597509.9802489787,1543.6826083226056,4,3,2003,1000.0,Suburbs,40.38229701496096,-73.585755748479,4.4,7.9
PROP_001658,680179.2473988271,2003.3776958068727,4,6,1974,1000.0,Tech Hub,40.087094250895454,-73.2170985505439,7.2,1.1
PROP_001659,1682364.6506362667,3138.9074850393386,1,3,2011,2971.7959261996343,Waterfront,40.27179375262367,-73.25543280478968,8.2,9.7
PROP_001660,412876.4706865465,2150.5616707382537,1,2,1979,1000.0,Historic,40.59168947374311,-73.3187214696852,9.8,9.8
PROP_001661,442371.203928191,1634.1402316178412,2,2,2017,1000.0,Suburbs,40.162586311763114,-73.83716785417053,9.2,6.3
PROP_001662,380992.51396074257,1116.6884990382628,4,2,1977,1000.0,Suburbs,40.45872405383058,-73.55662674516107,2.5,9.3
PROP_001663,196090.65375884497,1727.0567217401408,1,4,1952,1000.0,Historic,40.92067509623963,-73.83878758608164,1.2,4.8
PROP_001664,761033.0417168089,1279.4092507050318,1,2,2023,1282.1183022574942,Downtown,40.32561450712746,-73.75628830371882,3.3,9.4
PROP_001665,224716.61054471444,800.0,5,3,1965,1000.0,Suburbs,40.591510219769,-73.38917779283608,1.7,4.4
PROP_001666,1503340.4670168103,3478.575848640463,5,7,1993,1000.0,Waterfront,40.897558409886166,-73.38984691610086,8.3,6.3
PROP_001667,391116.40940645064,3222.937107962752,3,2,1952,1000.0,Downtown,40.77809022384874,-73.2320325034921,1.8,4.8
PROP_001668,661872.1445373603,1797.496503835986,3,4,1967,1000.0,Waterfront,40.35077258460113,-73.69513200739256,2.1,4.3
PROP_001669,415906.3944681163,2580.0298607938903,4,5,1973,1000.0,Suburbs,40.601492952974944,-73.22467101904657,6.2,5.4
PROP_001670,508475.1004395472,838.3284151090083,3,2,1970,1000.0,Waterfront,40.96391579058583,-73.3757367646239,5.7,8.3
PROP_001671,601826.376916792,1971.965012464187,1,4,2014,1000.0,Suburbs,40.340739355711015,-73.95250577531768,4.3,4.7
PROP_001672,373004.9316649056,1422.1598496371262,5,3,1952,1000.0,Tech Hub,40.92232306147867,-73.30743600848567,4.6,4.7
PROP_001673,518586.1193054051,1866.398895715878,2,2,1968,1000.0,Waterfront,40.08182392284597,-73.8740332236953,5.3,7.7
PROP_001674,460943.18036040885,1375.3632370028079,1,1,2004,1000.0,Historic,40.779306651188435,-73.67733763350266,7.5,9.5
PROP_001675,314365.2366130302,1306.6138634717495,3,1,1993,1000.0,Historic,40.63124572076162,-73.64915217594782,2.1,4.8
PROP_001676,513995.7114190152,1486.5236151638583,4,3,1959,1000.0,Waterfront,40.044752219193605,-73.28422264833392,3.5,9.3
PROP_001677,1130221.7284454997,2556.527635439288,3,3,2002,1000.0,Tech Hub,40.58276511344354,-73.17885787310132,2.0,1.4
PROP_001678,804273.7782064484,3228.6569575416493,4,2,1992,1000.0,Historic,40.04996196467184,-73.71134795168703,5.8,8.4
PROP_001679,280845.0888654761,1344.583222214218,5,6,1950,1000.0,Downtown,40.43422777699297,-73.87548453116638,4.7,9.0
PROP_001680,544325.045413975,1957.295561262207,4,3,1985,1000.0,Suburbs,40.855900763150515,-73.43226722001899,3.3,9.2
PROP_001681,903271.8487681468,2703.6622378311263,2,3,1987,1000.0,Waterfront,40.750973259667106,-73.28914332653372,4.4,4.1
PROP_001682,518282.9645248406,1297.3337607090118,5,4,1969,1000.0,Waterfront,40.03530225451407,-73.02526305274249,7.5,4.9
PROP_001683,863639.0373381691,2469.633939254267,1,1,1986,1000.0,Downtown,40.19528715101601,-73.36355497215125,1.2,9.1
PROP_001684,871429.2456514927,2002.4214342123687,5,4,1975,1000.0,Waterfront,40.3290105773074,-73.57573813637143,4.5,6.8
PROP_001685,479085.329644036,800.0,1,3,2022,1000.0,Historic,40.26083561598301,-73.97705157056005,2.0,4.9
PROP_001686,300315.85313706537,800.0,5,5,1972,1000.0,Suburbs,40.45072460910454,-73.40017343064369,5.4,3.8
PROP_001687,1213457.7953066223,2271.477609109218,4,5,1996,1000.0,Tech Hub,40.48930197383687,-73.131410858439,2.8,6.5
PROP_001688,544074.9314866636,800.0,4,3,2014,1000.0,Historic,40.0109069953178,-73.9942467376767,1.1,9.8
PROP_001689,826529.7340281652,2295.782992827154,5,1,1986,1000.0,Downtown,40.53810565855923,-73.76510983402818,5.7,8.1
PROP_001690,597182.6659922219,809.7204974148269,5,3,1981,1322.5485425760025,Tech Hub,40.50579360045298,-73.09730702207754,1.2,9.5
PROP_001691,853495.7061472314,2201.7851839354385,3,3,1993,1000.0,Tech Hub,40.05078363923675,-73.39060423656775,6.4,5.1
PROP_001692,508376.87182349036,1478.1604764043495,5,2,1969,1000.0,Downtown,40.73839216528614,-73.0958592510957,3.0,9.0
PROP_001693,386684.59195156157,2757.4184053068584,1,2,1972,1000.0,Historic,40.701503457687494,-73.90962646202752,9.7,1.2
PROP_001694,586611.8224530772,2082.7615501683895,5,5,1959,1000.0,Tech Hub,40.66357762340871,-73.69444888577678,4.9,7.1
PROP_001695,1078014.463362014,1209.03510754076,2,4,2020,1000.0,Tech Hub,40.79557527389263,-73.96316418289669,3.6,8.8
PROP_001696,782694.402429629,2606.2463383275954,3,3,2011,1000.0,Suburbs,40.698577928725165,-73.11323635495805,8.9,4.2
PROP_001697,661049.4430607097,2887.5729455637174,2,4,1997,1000.0,Historic,40.993622214964034,-73.26210012804856,3.1,6.3
PROP_001698,400032.03368421545,1606.5089673262678,4,1,1981,1000.0,Suburbs,40.714798607733094,-73.3748785162474,9.5,6.5
PROP_001699,340972.353667177,2549.030833385451,3,5,1962,1088.0048978023578,Historic,40.70047590132154,-73.08376616668679,4.5,4.2
PROP_001700,535580.5583333141,2469.162504266888,2,3,1985,1000.0,Suburbs,40.743076134782676,-73.49855925285844,9.0,7.4
PROP_001701,487619.37757254986,2263.0134811528465,4,2,1980,1000.0,Historic,40.486164465748395,-73.38302171913274,9.5,9.5
PROP_001702,875192.7870118673,1809.4415677859113,5,2,1991,1000.0,Waterfront,40.517683652530074,-73.40799701784066,7.1,2.0
PROP_001703,347416.5468134571,1460.783341741507,3,2,1967,1000.0,Historic,40.9960769157966,-73.51021402193874,6.2,10.0
PROP_001704,505464.8634792932,2014.4799714591159,3,4,1998,1000.0,Historic,40.779684365365576,-73.41859522978635,8.9,2.4
PROP_001705,501818.7862981175,2690.8844055090303,3,2,1960,1000.0,Waterfront,40.398470244858856,-73.97185671895409,5.5,8.2
PROP_001706,725152.5589176628,1677.9784011146376,5,3,1974,1000.0,Waterfront,40.399275384015574,-73.25403515252174,5.6,4.2
PROP_001707,372741.3553226786,3248.814396488381,1,5,1951,1000.0,Tech Hub,40.66390009211629,-73.56524827376,2.8,3.0
PROP_001708,773119.3191396173,2688.9787320798755,2,3,2015,1000.0,Historic,40.51461279123776,-73.25811783167683,7.6,7.6
PROP_001709,912686.5792027053,1996.515468669531,3,3,1984,1000.0,Waterfront,40.76574676003431,-73.729125944679,4.8,9.1
PROP_001710,918852.8505230983,2482.3489228521094,3,5,1976,1000.0,Waterfront,40.811078780590506,-73.31565873717528,4.6,9.3
PROP_001711,1124033.085923212,1681.8077726035744,3,3,2017,1000.0,Waterfront,40.36167788503253,-73.41999342464763,5.9,9.2
PROP_001712,960866.8356929829,1822.8813934519242,5,3,1991,1000.0,Downtown,40.245119057172346,-73.74494054753052,1.1,8.1
PROP_001713,553760.0330292258,800.0,4,2,1978,1000.0,Waterfront,40.52940396335673,-73.27501975400116,8.2,10.0
PROP_001714,609723.9838058332,1574.003793957605,5,2,1971,1000.0,Downtown,40.77752956497723,-73.58189227721358,4.0,7.9
PROP_001715,816766.0702975618,2661.97184099961,3,6,1981,1000.0,Tech Hub,40.951837435416806,-73.6667872769084,9.7,8.5
PROP_001716,398132.34892080404,1428.9263701988057,5,4,1959,1000.0,Tech Hub,40.02318740158655,-73.50102864312956,5.3,4.7
PROP_001717,248824.1691195536,800.0,1,2,1977,1000.0,Historic,40.95449602845478,-73.31425626766952,2.7,7.0
PROP_001718,1254927.9801389438,2064.0216706780375,5,4,2016,1000.0,Tech Hub,40.009063098186644,-73.20746894109352,3.7,8.2
PROP_001719,1049414.3262781946,1851.3555119201774,5,3,2000,1000.0,Waterfront,40.47292011686178,-73.53504497638227,8.1,3.7
PROP_001720,524150.4235785734,2838.1612551020876,1,4,1962,1000.0,Downtown,40.15060027342759,-73.058394663094,2.6,8.4
PROP_001721,203389.9768748295,1235.27860526606,3,2,1959,1000.0,Historic,40.66414375724137,-73.90167633290804,2.8,4.7
PROP_001722,601086.1543681393,2877.0728112863508,1,3,1973,1000.0,Tech Hub,40.10352852963016,-73.8163561501316,1.8,3.6
PROP_001723,887716.6849083878,1527.4091571324564,4,4,1998,1000.0,Downtown,40.0371085115383,-73.34845021704652,6.7,3.0
PROP_001724,278111.9944624117,2869.4905328596656,1,3,1962,1000.0,Suburbs,40.651429812196014,-73.90577191105913,10.0,8.0
PROP_001725,702846.2456034982,2153.0898032892887,2,4,2008,1000.0,Suburbs,40.10944332710327,-73.11681442129934,1.1,6.7
